Diagnosis,Specialist,DxGroup
CURVED TOE,Orthopedist,OrthopedicConditionsOther
CUT,Dermatologist,Laceration_Abrassion
CUT FINGER,Orthopedist,Laceration_Abrassion
CUT FINGER WITH IRON,Dermatologist,Laceration_Abrassion
CUT FINGER WITH STEEL,Dermatologist,Laceration_Abrassion
CUT ON THE THUMB,Orthopedist,Laceration_Abrassion
CUT OR ABRASION,Dermatologist,Laceration_Abrassion
CUT OR SCRAPE,Dermatologist,Laceration_Abrassion
CUT THAT IS SLOW TO STOP BLEEDING,Generalist,Laceration_Abrassion
CUTANEOUS DYSESTHESIA,Neurologist,Painsyndrome
CUTANEOUS FIBROMA,Dermatologist,DermatologyConditionsOther
CUTANEOUS NERVE INJURY,Neurologist,Neuropathy
CUTANEOUS PAPILLOMA,Dermatologist,Warts
CUTIS MARMORATA,Dermatologist,Rash
CYCLIC NEUTROPENIA,Hematologist,HematologyOther
CYST OR ABSCESS,Dermatologist,SkinInfections
CYST OR ABSCESS AT THE BASE OF THE SKULL,Neurologist,CNSInfections
CYST OR LIPOMA,Dermatologist,Derm_Cyst_Lipoma
CYST-RELATED HEADACHE,Neurologist,HeadacheOther
CYSTOID MACULAR EDEMA,Ophthalmologist,RetinalCondition
DAIRY SENSITIVITY/INTOLERANCE,Gastroenterologist,DietaryIntolerance
DAMPENED FIRE SYNDROME,Pulmonologist,PulmonologyOther
DANDRUFF AND LICE INFESTATION,Dermatologist,SkinInfections
DARK CIRCLES,Dermatologist,DermatologyConditionsOther
DASATINIB SIDE EFFECTS,AdverseReactionSpecialist,AdverseReactionToMedication
DAWN PHENOMENON,Endocrinologist,DiabetesMellitus
DAYDREAMING DISORDER,Psychiatrist,PsychiatryOther
DAYTIME EMISSION,Urologist,UrologyMenOther
DEATH GRIP SYNDROME,Psychiatrist,SexualFunctionConditions
DECAY OR DAMAGE TO TOOTH,Dentist,DentalCaries
DECONDITIONING OR LACK OF PHYSICAL FITNESS,Generalist,Generalist
DECREASED EJACULATION VOLUME,Urologist,SexuallyTransmittedInfections(STI)
DECREASED SELF-CONFIDENCE,Psychiatrist,PsychiatryOther
DEEP CUT ON PALM,Orthopedist,Laceration_Abrassion
DEEP CUT OR LACERATION,Generalist,Laceration_Abrassion
DEEP CUT WITH POSSIBLE INFECTION,Generalist,Laceration_Abrassion
DEEP DYSPAREUNIA,Gynecologist,Dyspareunia
"DEEP LACERATION: A DEEP CUT THAT HAS TORN THE SKIN APART, CAUSING BLEEDING AND PAIN. IT MAY REQUIRE STITCHES OR MEDICAL ATTENTION.",Dermatologist,Laceration_Abrassion
DEEP TISSUE CONTUSION,Orthopedist,BruiseorContusion
DEEP TISSUE INFECTION,InfectiousDiseaseSpecialist,SkinAndSoftTissueInfections
DEGENERATIVE JOINT DISEASE,Orthopedist,Osteoarthritis
DEGENERATIVE SCOLIOSIS,Orthopedist,Scoliosis
DEHYDRATED SKIN,Dermatologist,Xerosis_dryskin
DEHYDRATION AND ELECTROLYTE IMBALANCE,Generalist,ElectrolyteDisorders
DEHYDRATION HEADACHES,Neurologist,HeadacheOther
DEHYDRATION-RELATED SYMPTOMS,Generalist,Generalist
DEHYDRATION:,Generalist,Generalist
DELAYED HEALING OR NON-UNION OF THE FEMUR,Orthopedist,Fractures
DELAYED MENSTRUATION DUE TO NORTHESTRIONE,Gynecologist,AdverseReactionToMedication
DELAYED OR INCOMPLETE PUBERTY,Endocrinologist,PediatricGrowthAndDevelopmentalDelays
DELAYED ORGASM,Psychiatrist,SexualFunctionConditions
DELAYED SPEECH DEVELOPMENT,Pediatrician,PediatricGrowthAndDevelopmentalDelays
DELAYED UNION OR NONUNION OF FRACTURE,Orthopedist,Fractures
DEMENTIA,Neurologist,Dementia
DEMODEX INFESTATION,Dermatologist,Infestations
DENTAL ATTRITION,Dentist,DentalDisordersOther
DENTAL CAVITIES,Dentist,DentalCaries
DENTAL CONDITION,Dentist,DentalDisordersOther
DENTAL COSMETIC CONCERN,Dentist,DentalDisordersOther
DENTAL CYST,Otolaryngologist,OralLesions
DENTAL DECAY OR CAVITIES,Dentist,DentalCaries
DENTAL ENAMEL HYPOPLASIA,Dentist,DentalDisordersOther
DENTAL FILLING ISSUE,Dentist,DentalDisordersOther
DENTAL FILLING ISSUES,Dentist,ToothFracturesOrTrauma
DENTAL FILLING MATERIAL,Dentist,DentalDisordersOther
DENTAL FILLING OR CROWN ISSUE,Dentist,DentalDisordersOther
DENTAL IMPLANT COMPLICATIONS,Dentist,DentalDisordersOther
DENTAL MALALIGNMENT,Dentist,Malocclusion
DENTAL MALOCCLUSION (MISALIGNED TEETH),Dentist,Malocclusion
DENTAL MISALIGNMENT,Dentist,Malocclusion
DENTAL OR GUM INFECTION,Dentist,PeriodontalDisease
DENTAL PLAQUE,Dentist,PeriodontalDisease
DENTAL PLAQUE/CALCULUS BUILDUP,Dentist,PeriodontalDisease
DENTAL STAINS,Dentist,DentalDisordersOther
DEPENDENT EDEMA,CardiovascularSpecialist,DependentEdema
DEPO PROVERA SIDE EFFECTS,Gynecologist,AdverseReactionToMedication
DEPRESSION WITH SUICIDAL IDEATION,Psychiatrist,Depression
DEPRESSION-RELATED HAIR LOSS,Dermatologist,Depression
DEPRESSION-RELATED HEADACHE,Neurologist,Depression
DEPRESSION-RELATED HORMONAL IMBALANCE,Endocrinologist,Depression
DEPRESSION-RELATED LOSS OF APPETITE,Gastroenterologist,Depression
DEPRESSION-RELATED LYMPHADENOPATHY,InfectiousDiseaseSpecialist,Depression
DEPRESSION-RELATED WEIGHT GAIN,Endocrinologist,Depression
DEPRESSIVE DISORDER WITH PSYCHOTIC FEATURES,Psychiatrist,Depression
DERMATITIS (ECZEMA),Dermatologist,AtopicDermatitis
DERMATITIS AROUND THE STOMA,Dermatologist,Dermatitis
DERMATITIS FLARE-UP,Dermatologist,Dermatitis
DERMATITIS MEDICAMENTOSA,Dermatologist,Dermatitis
DERMATITIS OR ALLERGIC REACTION,Dermatologist,Dermatitis
DERMATOBIA HOMINIS (BOTFLY) INFECTION,InfectiousDiseaseSpecialist,ParasiticInfections
DERMATOCHALASIS,Ophthalmologist,EyelidCondition
DERMATOGRAPHIC URTICARIA,Dermatologist,Hives
DERMATOLOGICAL INFECTION,InfectiousDiseaseSpecialist,SkinAndSoftTissueInfections
DERMATOLOGICAL SIDE EFFECTS OF METHOTREXATE,Dermatologist,AdverseReactionToMedication
DERMATOSIS,Dermatologist,SkinLesionNos
DERMATOSIS NIGRA,Dermatologist,SkinLesionNos
DERMATOSIS PAPULOSA NIGRA (DPN),Dermatologist,SkinLesionNos
DESIRE FOR PRIVACY,Generalist,Generalist
DETOXIFICATION SIDE EFFECTS,SubstanceUseDisorderSpecialist,SubstanceUseOther
DETRUSOR UNDERACTIVITY,Urologist,Incontinence
DEUTERANOPIA,Ophthalmologist,Colorblindness
DEVELOPMENTAL VERBAL DYSPRAXIA,Pediatrician,PediatricGrowthAndDevelopmentalDelays
DEVIATED NASAL SEPTUM (DNS),Otolaryngologist,DeviatedSeptum
DIABETES (TYPE 1),Endocrinologist,DiabetesMellitus
DIABETES COMPLICATIONS,Endocrinologist,DiabetesMellitus
DIABETES MELLITUS (TYPE 1 OR TYPE 2),Endocrinologist,DiabetesMellitus
DIABETES-RELATED COMPLICATIONS,Endocrinologist,DiabetesMellitus
DIABETES-RELATED FATIGUE,Endocrinologist,Fatigue
DIABETES-RELATED HEART DISEASE,CardiovascularSpecialist,CoronaryArteryDisease
DIABETES-RELATED HYPOGLYCEMIA,Endocrinologist,Hypoglycemia
DIABETES-RELATED MENSTRUAL IRREGULARITIES,Gynecologist,Menstrual Conditions
DIABETES-RELATED URINARY TRACT INFECTION,InfectiousDiseaseSpecialist,UTIs
DIABETIC CARDIOMYOPATHY,CardiovascularSpecialist,Cardiomyopathy
DIABETIC COMPLICATIONS,Endocrinologist,DiabetesMellitus
DIABETIC DERMOPATHY,Dermatologist,DermatologyConditionsOther
DIABETIC ERECTILE DYSFUNCTION,Urologist,ErectileDysfunction
DIABETIC FOOT OSTEOMYELITIS,Orthopedist,OrthopedicConditionsOther
DIABETIC FOOT ULCERS,Dermatologist,SkinUlcer
DIABETIC MACULAR EDEMA,Ophthalmologist,RetinalCondition
DIALYSIS DEMENTIA,Neurologist,Dementia
DIAPER DERMATITIS,Dermatologist,Dermatitis
DIASTEMA (GAP BETWEEN FRONT TEETH),Dentist,Malocclusion
DIASTEMA (GAP BETWEEN TEETH),Dentist,Malocclusion
DIET AND LIFESTYLE-RELATED HYPERCHOLESTEROLEMIA,CardiovascularSpecialist,Hyperlipidemia
DIET-INDUCED ACNE,Dermatologist,Acne
DIET-RELATED CONSTIPATION,Gastroenterologist,Constipation
DIET-RELATED INFLAMMATION,Generalist,Generalist
DIETARY CHANGES AND CONSTIPATION,Gastroenterologist,ConstipationConditions
DIETARY DEFICIENCY,Endocrinologist,NutritionalDeficiency
DIETARY IMBALANCE,Endocrinologist,NutritionalDeficiency
DIETARY INDUCED MALABSORPTION,Gastroenterologist,MalabsorptionSyndromes
DIETARY INSUFFICIENCY,Generalist,NutritionalDeficiency
DIETARY INTOLERANCE,Gastroenterologist,DietaryIntolerance
DIETARY INTOLERANCE OR SENSITIVITY,Gastroenterologist,DietaryIntolerance
DIETARY TRIGGERS,Generalist,Generalist
DIETARY-RELATED DIARRHEA,Gastroenterologist,Diarrhea
DIETARY-RELATED ISSUES,Generalist,Generalist
DIFFICULTY REACHING ORGASM DURING MASTURBATION,Psychiatrist,SexualFunctionConditions
DIFFUSE AXONAL INJURY,Neurologist,Neuropathy
DIFFUSE CEREBRAL ATROPHY,Neurologist,NeurodegenerativeDisorders
DIGITAL EYE STRAIN HEADACHE,Ophthalmologist,OphthalmologyOther
DILANTIN SIDE EFFECTS,AdverseReactionSpecialist,AdverseReactionToMedication
DILATED PORE OF WINER,Dermatologist,DermatologyConditionsOther
DILATED PORES,Dermatologist,DermatologyConditionsOther
DIPHENHYDRAMINE (SNIP) OVERDOSE,SubstanceUseDisorderSpecialist,SubstanceUseOther
DIPHTHERIA,InfectiousDiseaseSpecialist,BacterialInfections
DISCITIS,Orthopedist,OrthopedicConditionsOther
DISCOGENIC LOW BACK PAIN,Orthopedist,BackPain
DISLOCATED COCCYX,Orthopedist,Dislocation
DISLOCATED COLLARBONE,Orthopedist,Dislocation
DISLOCATED FINGER JOINT,Orthopedist,Dislocation
DISLOCATED FOOT,Orthopedist,Dislocation
DISLOCATED JOINT,Orthopedist,Dislocation
DISLOCATED KNEE,Orthopedist,Dislocation
DISLOCATED OR SUBLUXATED ARM,Orthopedist,Dislocation
DISLOCATED PINKY,Orthopedist,Dislocation
DISLOCATED PINKY KNUCKLE,Orthopedist,Dislocation
DISLOCATED SHOULDER,Orthopedist,Dislocation
DISLOCATION OF THE BIG TOE,Orthopedist,Dislocation
DISLOCATION OF THE LEFT PINKY FINGER,Orthopedist,Dislocation
DISLODGED IUD,Gynecologist,GynecologyOther
DISPLACED TOOTH,Dentist,ToothFracturesOrTrauma
DISRUPTED SLEEP PATTERN,Psychiatrist,InsomniaAndOtherSleepDisorders
DISRUPTED SLEEP SCHEDULE,Psychiatrist,InsomniaAndOtherSleepDisorders
DISRUPTIVE MOOD DYSREGULATION DISORDER (DMDD),Psychiatrist,MoodDisorderOther
DISSOCIATIVE FUGUE,Psychiatrist,DissociativeConditions
DISSOCIATIVE IDENTITY DISORDER (D.I.D),Psychiatrist,DissociativeConditions
DISTAL CLAVICLE FRACTURE,Orthopedist,Fractures
DIURETIC ABUSE,SubstanceUseDisorderSpecialist,SubstanceUseOther
DIURETIC USE,Generalist,Generalist
DIZZINESS AS A SIDE EFFECT OF DIABETES MEDICATION,Endocrinologist,VertigoAndDizziness
DOG BITE,Dermatologist,Animal_bite
DOG BITE WOUND INFECTION,InfectiousDiseaseSpecialist,ZoonoticDiseases
DOPAMINE AGONIST WITHDRAWAL SYNDROME,AdverseReactionSpecialist,AdverseReactionToMedication
DOUBLE CROWN,Dentist,DentalDisordersOther
DOWAGER'S HUMP,Orthopedist,OrthopedicConditionsOther
DRACO DERMATITIS,Dermatologist,Eczema
DRACONIS SYNDROME,Endocrinologist,EndocrinologyOther
DRAGON'S BREATH SYNDROME,Otolaryngologist,OtolaryngologyOther
DRAGON'S LUNG INFLAMMATION,Pulmonologist,PulmonologyOther
DRAGON'S RESPIRATORY INFECTION,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
DROP ATTACKS,Neurologist,SeizureorSeizureDisorder
DRUG FEVER,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG HYPERSENSITIVITY,AdverseReactionSpecialist,AdverseReactionToAnotherSubstance
DRUG INTERACTION BETWEEN CLONAZEPAM AND ESCITALOPRAM,AdverseReactionSpecialist,AdverseReactionSpecialistOther
DRUG INTERACTION OR SIDE EFFECT,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG INTERACTION SIDE EFFECTS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG INTERACTIONS,Generalist,Generalist
DRUG INTOXICATION,SubstanceUseDisorderSpecialist,SubstanceUseOther
DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS (DRESS) SYNDROME,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED ACNE,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED AMBLYOPIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED ATAXIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED BRADYCARDIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED CARDIOTOXICITY,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED CHOLESTASIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED COGNITIVE IMPAIRMENT,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED CYSTITIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED DISCOLORATION,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED EDEMA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED EOSINOPHILIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED GALACTORRHEA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED GASTRITIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED GASTROINTESTINAL DISORDER,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED GASTROINTESTINAL UPSET,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED HALLUCINATIONS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED HEART MURMUR,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED KIDNEY INJURY,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED LIVER INJURY:,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED MUSCLE WEAKNESS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED MYASTHENIA GRAVIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED MYOPATHY,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED NEPHROTOXICITY,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED PANCYTOPENIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED RESPIRATORY DISTRESS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED RHINITIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED SLEEP DISTURBANCE,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED STRABISMUS,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED TREMOR,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED URINARY DYSFUNCTION,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED URINARY RETENTION,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED URTICARIA,AdverseReactionSpecialist,AdverseReactionToMedication
DRUG-INDUCED VASCULITIS,AdverseReactionSpecialist,AdverseReactionToMedication
DRY AIR EXPOSURE,Generalist,DryAir-InducedSymptoms
DRY AIR OR ENVIRONMENTAL FACTORS,Generalist,DryAir-InducedSymptoms
DRY AIR OR ENVIRONMENTAL IRRITANTS,Dermatologist,DryAir-InducedSymptoms
DRY AIR OR NASAL IRRITATION,Otolaryngologist,DryAir-InducedSymptoms
DRY AIR-INDUCED NASAL DRYNESS AND NOSEBLEEDS,Otolaryngologist,DryAir-InducedSymptoms
DRY AIR-INDUCED NASAL IRRITATION,Otolaryngologist,DryAir-InducedSymptoms
DRY AIR/DEHYDRATION,Generalist,DryAir-InducedSymptoms
DRY AIR/SINUS DRYNESS,Otolaryngologist,DryAir-InducedSymptoms
DRY EYE,Ophthalmologist,DryAir-InducedSymptoms
DRY MOUTH (XEROSTOMIA),Dentist,DryAir-InducedSymptoms
DRY MOUTH AND THROAT,Dentist,DryAir-InducedSymptoms
DRY NASAL PASSAGES,Otolaryngologist,DryAir-InducedSymptoms
DRY SINUS SYNDROME,Otolaryngologist,DryAir-InducedSymptoms
DRY SINUSITIS,Otolaryngologist,DryAir-InducedSymptoms
DRY SKIN ACNE,Dermatologist,DryAir-InducedSymptoms
DRY SKIN AND SPLIT ENDS,Dermatologist,DryAir-InducedSymptoms
DRY SKIN IRRITATION,Dermatologist,DryAir-InducedSymptoms
DRY SKIN OR CALLUS,Dermatologist,Xerosis_dryskin
DRY SKIN:,Dermatologist,Xerosis_dryskin
"DRY, CRACKED HEELS",Dermatologist,Xerosis_dryskin
DRYNESS AND CRUSTING,Dermatologist,Xerosis_dryskin
DRYNESS AND DEHYDRATION,Generalist,Xerosis_dryskin
DRYNESS AND LACK OF MOISTURE,Dermatologist,Xerosis_dryskin
DRYNESS OF THE NASAL PASSAGES,Otolaryngologist,Dermatitis
DRYNESS OF THE PENIS SKIN,Dermatologist,Xerosis_dryskin
DUANE SYNDROME,Ophthalmologist,CongenitalMalformation_Other
DULL SKIN DUE TO STRESS,Dermatologist,AnxietyDisorders
DYSENTERY,Gastroenterologist,Diarrhea
DYSKERATOSIS CONGENITA,Hematologist,HematologyOther
DYSKINETIC MOVEMENT DISORDER,Neurologist,MovementDisorderOther
DYSLIPIDEMIA (ABNORMAL BLOOD LIPID LEVELS),CardiovascularSpecialist,Hyperlipidemia
DYSPHAGIA (DIFFICULTY SWALLOWING),Gastroenterologist,GastroenterologyOther
DYSPLASTIC NEVI,Dermatologist,Nevus
DYSTHYMIA (PERSISTENT DEPRESSIVE DISORDER),Psychiatrist,Depression
E-CIGARETTE OR VAPING PRODUCT USE-ASSOCIATED LUNG INJURY (EVALI),Pulmonologist,PulmonologyOther
EAR CANAL DERMATITIS,Dermatologist,Dermatitis
EAR CANAL INJURY,Otolaryngologist,OtolaryngologyOther
EAR INFECTION (OTITIS MEDIA),Otolaryngologist,EarInfections
EAR IRRITATION,Otolaryngologist,OtolaryngologyOther
EARLY MENOPAUSE,Gynecologist,Menopause
EARLY PREGNANCY CRAMPING,Obstetrician,PregnancyConditions
EARLY PREGNANCY FAILURE,Obstetrician,PregnancyConditions
EARLY REPOLARIZATION PATTERN,CardiovascularSpecialist,CardiovascularOther
EARLY STAGE COPD,Pulmonologist,ChronicObstructivePulmonaryDisease
EARLY STAGE DIABETES,Endocrinologist,DiabetesMellitus
EARLY STAGE OF TREATMENT,Generalist,Generalist
EARLY TOOTH DECAY,Dentist,DentalCaries
EARLY-ONSET ALZHEIMER'S DISEASE,Neurologist,AlzheimersDisease
EARRING EMBEDDED IN EARLOBE,Dermatologist,DermatologyConditionsOther
EARRING EMBEDDED IN THE EARLOBE,Dermatologist,DermatologyConditionsOther
EARRING INFECTION,Dermatologist,SkinInfections
EARWAX BUILDUP,Otolaryngologist,EarwaxBlockage
EASY BRUISING AND BLEEDING,Hematologist,HemophiliaAndBleedingDisorders
EATING DISORDER NOT OTHERWISE SPECIFIED,Psychiatrist,EatingDisorders
EBOLA,InfectiousDiseaseSpecialist,InfectiousDiseasesOther
ECHOGENIC FOCUS IN THE LEFT VENTRICLE OF THE HEART,CardiovascularSpecialist,CardiovascularOther
ECLAMPSIA,Obstetrician,PregnancyConditions
ECSTASY SIDE EFFECTS,SubstanceUseDisorderSpecialist,SubstanceUseOther
ECTHYMA,Dermatologist,SkinInfections
ECTOPIC ERUPTION,Dentist,DentalDisordersOther
ECTROPION,Ophthalmologist,EyelidCondition
ECZEMA HERPETICUM,Dermatologist,Eczema
ECZEMA OR DERMATITIS,Dermatologist,Eczema
ECZEMA-RELATED HAIR LOSS,Dermatologist,Eczema
ECZEMATOUS DERMATITIS,Dermatologist,Eczema
ECZEMATOUS OTITIS EXTERNA,Otolaryngologist,Eczema
EDEMA DUE TO FLUID RETENTION,Endocrinologist,DependentEdema
EDEMA DUE TO MEDICATION SIDE EFFECT,AdverseReactionSpecialist,AdverseReactionToMedication
EDEMA DUE TO VENOUS INSUFFICIENCY,CardiovascularSpecialist,DependentEdema
"EDEMA: SWELLING CAUSED BY EXCESS FLUID TRAPPED IN THE BODY'S TISSUES, OFTEN AS A RESULT OF INFLAMMATION OR INJURY.",Generalist,DependentEdema
EGG ALLERGY,Allergist,AllergicReaction
EGGPLANT (BRINJAL) ALLERGY,Allergist,AllergicReaction
EHLERS DANLOS SYNDROME,Rheumatologist,RheumatologyOther
EHLERS DANLOS SYNDROME (EDS),Rheumatologist,RheumatologyOther
EHLERS-DANLOS SYNDROME (HYPERMOBILE TYPE),Rheumatologist,RheumatologyOther
EHLERS-DANLOS SYNDROME (HYPERMOBILITY TYPE),Rheumatologist,RheumatologyOther
EHRLICHIOSIS,InfectiousDiseaseSpecialist,VectorBorneDiseases
EJACULATORY DYSFUNCTION,Urologist,SexualFunctionConditions
ELASTIC PRESSURE MARKS,Dermatologist,DermatologyConditionsOther
ELBOW STIFFNESS,Orthopedist,SprainsAndStrains
ELBOW STRAIN,Orthopedist,SprainsAndStrains
ELBOW TENDONITIS,Orthopedist,Tendonitis
ELECTRIC SHOCK-RELATED ANXIETY,Psychiatrist,AnxietyDisorders
ELECTRICAL ISSUE,CardiovascularSpecialist,Arrhythmias
ELECTROMAGNETIC HYPERSENSITIVITY,Neurologist,NeurologyConditionsOther
ELEMENTAL BREATH DYSFUNCTION,Pulmonologist,PulmonologyOther
EMERGENCY DELIVERY,Obstetrician,PregnancyConditions
EMETOPHOBIA,Psychiatrist,PsychiatryOther
EMOTIONAL BLUNTING,Psychiatrist,Depression
EMOTIONAL BURNOUT,Psychiatrist,AnxietyDisorders
EMOTIONAL DEPENDENCY,Psychiatrist,PersonalityDisordersOther
EMOTIONAL DYSREGULATION,Psychiatrist,MoodDisorderOther
EMOTIONAL DYSREGULATION DISORDER,Psychiatrist,MoodDisorderOther
EMOTIONAL DYSREGULATION DISORDER (EDD),Psychiatrist,MoodDisorderOther
EMOTIONAL NUMBING,Psychiatrist,MoodDisorderOther
EMOTIONAL OR PSYCHOLOGICAL STRESS,Psychiatrist,AnxietyDisorders
EMOTIONAL RESPONSE,Psychiatrist,AnxietyDisorders
EMOTIONAL STRESS,Psychiatrist,AnxietyDisorders
EMPATHIC BONDING,Psychiatrist,PsychiatryOther
EMPATHIC BONDING DISORDER,Psychiatrist,PsychiatryOther
EMPATHY PAIN,Psychiatrist,Painsyndrome
EMPATHY-INDUCED PAIN,Psychiatrist,Painsyndrome
EMPTY SELLA SYNDROME,Endocrinologist,PituitaryGlandDisorders
ENAMEL FRACTURE,Dentist,ToothFracturesOrTrauma
ENAMEL HYPOCALCIFICATION,Dentist,DentalDisordersOther
ENCOPRESIS,Gastroenterologist,Incontinence
ENCYSTED HYDROCELE,Urologist,UrologyMenOther
END-STAGE RENAL DISEASE,RenalSpecialist,ChronicKidneyDisease
ENDOCARDITIS,CardiovascularSpecialist,InfectiousDiseasesOther
ENDOCRINE DISORDER,Endocrinologist,EndocrinologyOther
ENDOMETRIOSIS-RELATED HEADACHE,Gynecologist,HeadacheOther
ENDOMETRIOSIS:,Gynecologist,Endometriosis
ENERGY DEPLETION,Generalist,Generalist
ENLARGED ADENOIDS,Otolaryngologist,OtolaryngologyOther
ENLARGED LYMPH NODES,Generalist,Lymphadenopathy
ENLARGED PAPILLAE,Otolaryngologist,OralLesions
ENLARGED SPLEEN,Hematologist,HematologyOther
ENLARGED THYROID (GOITER),Endocrinologist,ThyroidDisorders
ENLARGED TONSILS,Otolaryngologist,Tonsillitis
ENOPHTHALMOS,Ophthalmologist,OphthalmologyOther
ENTEROBIASIS (PINWORM INFECTION),InfectiousDiseaseSpecialist,ParasiticInfections
ENURESIS (BEDWETTING),Pediatrician,PediatricOther
ENVIRONMENTAL CHANGE AFFECTING MENSTRUAL CYCLE,Gynecologist,Menstrual Conditions
ENVIRONMENTAL DERMATITIS,Dermatologist,Dermatitis
ENVIRONMENTAL EXPOSURE-RELATED LUNG DISEASE,Pulmonologist,EnvironmentalRelatedRespiratoryCondtion
ENVIRONMENTAL IRRITANT-INDUCED LARYNGITIS,Otolaryngologist,Laryngitis
ENVIRONMENTAL NOISE EXPOSURE,Generalist,Generalist
ENVIRONMENTAL POLLUTION,Pulmonologist,ChronicObstructivePulmonaryDisease
ENVIRONMENTAL POLLUTION-RELATED RESPIRATORY IRRITATION,Pulmonologist,EnvironmentalRelatedRespiratoryCondtion
EOSINOPHILIA,Hematologist,HematologyOther
EOSINOPHILIC CYSTITIS,Urologist,InterstitialCystitis
EOSINOPHILIC GASTROENTERITIS,Gastroenterologist,EosinophilicEsophagitis
EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,Rheumatologist,Vasculitis
EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS (EGPA),Rheumatologist,Vasculitis
EPIBLEPHARON,Ophthalmologist,EyelidCondition
EPIDERMODYSPLASIA VERRUCIFORMIS,Dermatologist,SkinInfections
EPIDIDYMAL CYSTS,Urologist,UrologyMenOther
EPIDIDYMO-ORCHITIS,Urologist,UrologyMenOther
EPILEPSY (SEIZURE DISORDER),Neurologist,Epilepsy
EPILEPSY WITH GENERALIZED TONIC-CLONIC SEIZURES,Neurologist,Epilepsy
EPILEPSY-RELATED FATIGUE,Neurologist,Epilepsy
EPILEPSY-RELATED SIDE EFFECTS,Neurologist,Epilepsy
EPILEPSY-RELATED WEAKNESS,Neurologist,Epilepsy
EPIPLOIC APPENDAGITIS,Gastroenterologist,GastroenterologyOther
EPISIOTOMY HEALING,Gynecologist,VaginalInfections
EPISODIC EXCESSIVE TEARING,Ophthalmologist,EyeTearDuctCondition
